Ticker,Name,Market Cap (HKD),Sector,Revenue 2024 (HKD),Revenue 2023 (HKD),Revenue 2022 (HKD),Revenue 2021 (HKD),EPS 2024 (HKD),EPS 2023 (HKD),EPS 2022 (HKD),EPS 2021 (HKD),ROA 2024 (%),ROA 2023 (%),ROA 2022 (%),ROA 2021 (%)
1845.HK,WG ENV TECH,149334096.0,Industrials,265779800.00000003,278795000.0,383820800.00000006,617870000.0,,0.0011,-0.0594,-0.0099,-4.3,2.57,-8.22,1.0
1803.HK,BJ SPORTS & ENT,149250112.0,Consumer Cyclical,169653000.0,62388000.0,68571000.0,218721000.0,,-0.034,-0.047,-0.028,-6.11,-14.16,-19.86,-4.57
0572.HK,FW HOLDINGS,149246464.0,Financial Services,84458000.0,38948000.0,47137000.0,85991000.0,,-1.01,-0.07,-0.159231,4.02,-10.5,-0.34,0.12
2258.HK,WATTS INT'L,148572000.0,Industrials,1687612300.0000002,2358048000.0,2283171000.0,2489056900.0,,0.04125,0.03641,0.06325000000000001,-0.97,3.06,2.72,3.16
0287.HK,WINFAIR INV,148000000.0,Real Estate,20052902.0,19239752.0,18910935.0,20847668.0,,-0.91,0.34,-0.09,-4.32,-2.95,1.25,-0.15
1218.HK,EASYKNIT INT'L,147976800.0,Real Estate,227114000.0,86762000.0,323390000.0,323382000.0,,0.18,12.46,0.25,-2.96,1.01,11.53,0.89
0223.HK,ELIFE HLDGS,147822528.0,Communication Services,184086000.0,238840000.0,152600000.0,276040000.0,-0.034,-0.03,-0.063,-0.044,-8.32,-25.21,-38.52,-16.72
1473.HK,PANGAEA CONNECT,147260000.0,Technology,1384011000.0,1198505000.0,1223791000.0,1549284000.0,,-0.0314,0.0037,0.065,0.71,0.5,4.42,12.02
0120.HK,COSMOPOL INT'L,146275152.0,Real Estate,368900000.0,77300000.0,1015700000.0,1638900000.0,,-0.3235,0.0036,0.013333,-8.63,-6.18,5.09,6.69
0928.HK,KING INTL INV,146183184.0,Healthcare,233681000.0,223853000.0,92873000.0,102041000.0,,-0.0171,-0.0268,-0.0038,8.23,-10.0,-11.59,0.8
1987.HK,BENG SOON MACH,146000000.0,Industrials,33483486.0,29352207.0,32737560.0,26737409.0,,,0.0005,0.0002,9.27,9.01,10.97,9.22
6968.HK,GANGLONG CHINA,145962000.0,Real Estate,9079616700.0,19337140900.0,13081582800.000002,11405553500.0,-0.451,0.099,0.07700000000000001,0.33,-2.66,5.79,2.98,3.58
0844.HK,GREATIME INTL,145828816.0,Consumer Cyclical,535366700.00000006,559484200.0,515948400.00000006,474087900.00000006,,-0.0035200000000000006,-0.00033,-0.03168,5.32,5.64,8.7,5.4
1572.HK,CHINA ART FIN,145383008.0,Financial Services,78478400.0,65716200.00000001,30071800.000000004,47185600.00000001,,0.007260000000000001,0.00957,0.016610000000000003,0.88,1.66,2.23,3.61
1710.HK,TRIO IND ELEC,145000000.0,Industrials,1007545000.0,1160211000.0,978103000.0,744067000.0,,0.0471,0.0454,-0.0106,5.46,13.28,11.64,1.17
0234.HK,NEW CENTURY GP,144509248.0,Financial Services,88217000.0,93646000.0,80741000.0,100360000.0,,-0.0064,-0.0003,-0.0098,1.71,2.28,3.46,-2.26
1758.HK,BOJUN EDU,144502080.0,Consumer Defensive,472739300.00000006,89435500.0,36964400.0,,,0.06831000000000001,-0.01254,-1.0209100000000002,5.24,2.25,0.97,-51.35
2203.HK,BRAINHOLE TECH,144000000.0,Technology,119991000.0,220807000.0,263566000.0,321570000.0,,-0.0426,-0.072,-0.0644,-57.67,-6.8,-12.91,-6.25
0036.HK,FE HLDGS INTL,143763840.0,Real Estate,14173000.0,9256000.0,4696000.0,24825000.0,,-0.6,-0.612739,-2.142648,-74.2,-5.97,-6.02,-16.22
1142.HK,E&P GLOBAL,143566816.0,Energy,664701000.0,1149675000.0,1168035000.0,1243111000.0,0.74,3.79,-2.37,2.38,5.55,35.02,-7.41,34.43
1615.HK,AB BUILDERS,143400000.0,Industrials,182030000.0,140580000.0,155013000.0,353133000.0,,-0.0171,0.0256,-0.0111,3.65,-4.15,3.32,-2.32
1058.HK,NAMYUE HOLDINGS,142575024.0,Consumer Cyclical,89099000.0,91244000.0,86050000.0,196231000.0,,-0.1235,-0.0816,-0.0371,-30.91,-46.02,-23.31,-6.66
1580.HK,DA SEN HLDGS,142438400.0,Basic Materials,12772100.000000002,,,190022800.00000003,,,,-0.20174000000000003,-63.63,,,-67.67
1420.HK,CHUAN HOLDING,141504160.0,Industrials,143750000.0,120832000.0,88605000.0,85416000.0,,0.0031,0.0017,0.0014,11.25,9.22,9.05,10.3
0871.HK,CH DREDG ENV,141364704.0,Industrials,357757400.0,412677100.00000006,424019200.00000006,426127900.00000006,-0.23551000000000002,-0.16874000000000003,-0.24904,0.018040000000000004,-13.99,-5.2,-10.61,8.12
0122.HK,CROCODILE,140710288.0,Consumer Cyclical,,86876000.0,103288000.0,112000000.0,,-0.0831,-0.0724,-0.001389,,-2.48,-2.28,0.92
1002.HK,V.S. INT'L,140620480.0,Basic Materials,61648400.00000001,84087300.0,133541100.00000001,281815600.0,,-0.01067,-0.02299,-0.00264,-1.23,-6.81,-6.99,5.72
1004.HK,"1004.HK,0P00009T5B,0",140615248.0,N/A,,,195910000.0,203280000.0,,,-0.0101,-0.0694,,,6.19,-7.31
1123.HK,CHINA-HK PHOTO,139867760.0,Consumer Cyclical,1102410000.0,1079245000.0,1015240000.0,916750000.0,0.0251,0.0344,0.0153,0.0284,9.64,11.49,9.38,11.28
3366.HK,OCT (ASIA),139196080.0,Real Estate,1063183000.0000001,1389028300.0,3379696100.0000005,1621540800.0000002,,-0.8690000000000001,-3.168,-1.639,5.54,-0.54,-7.55,-2.08
1738.HK,FS ANTHRACITE,138055008.0,Energy,339138800.0,1089864600.0,1763516700.0000002,1233104400.0,-0.42900000000000005,-0.396,0.044000000000000004,-0.08800000000000001,-11.2,-3.97,20.21,12.15
1920.HK,CHINA WACAN,137280000.0,Industrials,109950000.0,86702000.0,122517000.0,117456000.0,,-0.1654,-0.1949,-0.32,-97.46,-67.77,-43.4,-42.35
1960.HK,TBKS HLDGS,137000000.0,Energy,288093000.0,367940000.0,825908000.0,189081000.0,,-0.0087,0.0104,0.0006,-18.76,-0.0,7.84,3.88
1617.HK,NANFANG COMM,136604160.0,Technology,591906700.0,574487100.0,697075500.0,482148700.00000006,,0.0033000000000000004,-0.011000000000000001,-0.05500000000000001,4.21,0.94,1.07,-4.6
0718.HK,TAI UNITED HOLD,136500512.0,Healthcare,120548000.0,211786000.0,159739000.0,309089000.0,-0.1448,-0.2225,-0.2771,-0.084,-41.48,-46.35,-39.28,-7.07
0375.HK,YGM TRADING,136008480.0,Consumer Cyclical,238435000.0,214129000.0,211489000.0,216181000.0,-0.03,-0.08,0.02,-0.07,6.58,4.45,6.26,4.56
1545.HK,DESIGN CAPITAL,136000000.0,Consumer Cyclical,61831000.0,89506000.0,96525000.0,89180000.0,0.0002,0.0014,0.0023,0.0024,8.09,11.06,12.24,11.92
1163.HK,ADTIGER CORP,135487472.0,Communication Services,333701500.0,323572700.0,390110600.00000006,387014100.00000006,,-0.022000000000000002,0.011000000000000001,0.022000000000000002,-0.57,-1.77,2.34,4.49
0442.HK,DOMAINE POWER,134706000.0,Consumer Cyclical,226754000.0,185472000.0,135513000.0,162644000.0,,-0.15,-0.45,-0.43,-17.46,-22.28,-56.49,-31.97
1613.HK,SYNERTONE,134622304.0,Technology,62581000.0,60538000.0,114165000.0,90281000.0,-0.06,-0.16,-0.4573,-0.0735,-3.18,-12.85,-36.59,-0.96
0138.HK,CCT FORTIS,134373120.0,Industrials,578000000.0,765000000.0,812000000.0,731000000.0,,-0.43,-0.53,-0.59,-6.46,-12.85,-9.13,-9.14
1752.HK,TOP EDUCATION,134263920.0,Consumer Defensive,29041000.0,26848000.0,18697000.0,24845000.0,,0.00046,-0.00054,8e-05,10.91,10.18,5.69,8.29
1549.HK,EVER HARVEST GP,133300008.0,Industrials,403359000.0,392220000.0,655518000.0,488964000.0,,0.0003,0.0178,0.0157,3.47,4.38,11.23,9.76
1732.HK,XIANGXING INT,133120000.0,Industrials,255944700.00000003,193111600.00000003,261000300.00000003,317550200.0,-0.0041800000000000006,0.01023,0.011220000000000003,0.011770000000000001,4.78,12.86,14.15,17.29
0899.HK,ZHONG JIA GX,132689768.0,Real Estate,14160000.0,22220000.0,21200000.0,32920000.0,-0.009,-0.297,-0.475,0.12,-1.47,-12.31,-15.66,4.38
1159.HK,SMART DIGI TECH,132065704.0,Communication Services,40369000.0,80336000.0,60247000.0,199403000.0,,-0.5551,-1.65,-4.848,0.7,8.39,-8.14,-54.15
1793.HK,WECON HOLDINGS,131200000.0,Industrials,1160370000.0,869032000.0,1152691000.0,1103157000.0,,0.007,0.018,0.024,2.44,3.2,4.51,5.73
0332.HK,YUANHENG GAS,130912400.0,Energy,5466866900.0,8191475600.000001,8692239600.0,7907447900.000001,,0.00462,0.010780000000000001,0.00044000000000000007,-1.9,3.88,8.39,7.36
2882.HK,3DG HOLDINGS,130790920.0,Consumer Cyclical,586896000.0,618514000.0,901974000.0,855820000.0,-0.502,-0.333,-0.352,-0.098,-8.05,-3.09,-3.51,4.07
0380.HK,CHINA PIPE,130562448.0,Consumer Cyclical,783502000.0,714129000.0,636535000.0,682187000.0,,0.0438,0.0369,0.0423,13.12,10.67,9.94,10.84
0389.HK,TONTINE WINES,129671656.0,Consumer Defensive,,208052900.00000003,160729800.0,229208100.00000003,,-0.29249,-0.099,0.060500000000000005,,-9.93,-1.55,5.86
2515.HK,TJCD,129477008.0,Industrials,332751100.0,351380700.0,316756000.0,302438400.0,,0.20922440000000003,0.17886880000000002,0.21110540000000003,4.69,10.16,10.8,18.31
1598.HK,21CENTURY EDU,128893200.0,Consumer Defensive,,462030800.00000006,343098800.0,339643700.0,,,0.026290000000000004,0.028160000000000004,,7.93,6.7,8.16
1323.HK,HUASHENG INTL,128461344.0,Basic Materials,565906000.0,660371000.0,803911000.0,919332000.0,,-0.1246,0.085377,0.124707,1.12,-0.11,4.17,4.7
2286.HK,CHEN XING,128400000.0,Real Estate,1318455600.0,330411400.0,1315468000.0,1725455600.0000002,,-0.275,0.022000000000000002,0.14300000000000002,-0.78,-1.83,0.7,1.92
0943.HK,ZHONGZHENG INTL,128245000.0,Consumer Defensive,148499000.0,872910000.0,,130340000.0,-0.0556,0.0064,,-0.0282,-30.36,9.69,,-1.19
6958.HK,ZHENRO SERVICES,127612504.0,Real Estate,1225326300.0,1260053300.0,1255422300.0,1469366800.0,,-0.08800000000000001,-0.29700000000000004,0.18700000000000003,-11.09,-2.16,-15.28,11.31
0725.HK,PERENNIAL INT'L,127333120.0,Industrials,328578000.0,303527000.0,324524000.0,373472000.0,0.13,0.079,0.093,0.069,7.78,6.22,7.4,6.94
1351.HK,BRIGHT FUTURE,127200000.0,Communication Services,1143145300.0,981676300.0000001,487843400.00000006,536830800.00000006,,0.03388,-0.051590000000000004,-0.038500000000000006,0.46,6.41,-2.35,4.28
0174.HK,GEMINI INV,127114000.0,Financial Services,1047591000.0,1061755000.0,1064608000.0,1227106000.0,,-1.03,-0.47,-0.01,2.13,-4.64,0.64,4.43
1251.HK,SPT ENERGY,126995696.0,Energy,,2141968400.0000002,1932878200.0000002,1747678900.0000002,,0.0099,0.007700000000000001,0.0055000000000000005,,4.55,4.79,5.0
1737.HK,A & S GROUP,126000000.0,Industrials,649570000.0,508456000.0,520198000.0,408500000.0,,0.0086,0.0325,0.0405,25.44,20.69,27.74,30.04
9918.HK,WISE ALLY INTL,125000000.0,Technology,1260799000.0,1227190000.0,1335549000.0,1047330000.0,,0.012,0.151,0.201,15.0,6.93,7.25,7.88
2266.HK,LAI SI ENT,124000000.0,Industrials,208136000.0,88189000.0,172373000.0,144117000.0,,-0.046,0.013,-0.052,11.89,-9.34,4.1,-8.36
0648.HK,"0648.HK,0P00009TA9,0",123894056.0,N/A,54639000.0,51340000.0,33765000.0,1699000.0,0.01,0.038,-0.059,-0.081,603.41,50.82,3.88,-37.95
1661.HK,CH FRONTIER TEC,123691096.0,Communication Services,85872600.0,35467300.0,5473600.0,13389200.000000002,-0.30800000000000005,-0.05500000000000001,-0.55,-0.33,-11.79,-18.25,-11.88,-5.7
1496.HK,AP RENTALS,123552008.0,Industrials,174070000.0,160552000.0,134798000.0,148450000.0,0.012,0.0148,-0.0052,-0.0066,18.82,22.03,17.14,20.8
1220.HK,ZHIDAO INT'L,122760000.0,Basic Materials,84555000.0,244346000.0,177652000.0,100532000.0,-0.0432,-0.0064,-0.0126,-0.0027,-26.91,-3.26,-6.78,-1.77
